epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,272.522,1.53498,1.15144,1.51046,0.77361,0.71961,0.76161,0.35194,1.96208,1.27282,1.72946,0.000742625,0.000742625,0.000742625
43,278.939,1.54585,1.19507,1.52722,0.78792,0.7758,0.79824,0.36197,1.96162,1.15411,1.77967,0.00073025,0.00073025,0.00073025
44,285.386,1.55914,1.19461,1.52934,0.79192,0.70651,0.7838,0.36912,1.90489,1.24293,1.70089,0.000717875,0.000717875,0.000717875
45,291.845,1.51679,1.152,1.51589,0.85617,0.72066,0.80847,0.37727,1.9808,1.14221,1.74293,0.0007055,0.0007055,0.0007055
46,298.368,1.50843,1.1168,1.4862,0.77285,0.76932,0.79328,0.37375,1.9815,1.14341,1.73395,0.000693125,0.000693125,0.000693125
47,305.266,1.49074,1.08446,1.47634,0.80337,0.78221,0.80334,0.39636,1.92537,1.11866,1.72518,0.00068075,0.00068075,0.00068075
48,312.976,1.52151,1.09513,1.50509,0.78819,0.7688,0.80344,0.39706,1.9458,1.15506,1.71275,0.000668375,0.000668375,0.000668375
49,320.46,1.47234,1.06081,1.47184,0.83628,0.77484,0.82598,0.40061,1.90665,1.11869,1.72861,0.000656,0.000656,0.000656
50,327.832,1.4929,1.08243,1.47164,0.77073,0.77265,0.80742,0.38993,1.94875,1.14942,1.75072,0.000643625,0.000643625,0.000643625
51,334.904,1.47204,1.07512,1.44878,0.81288,0.759,0.84437,0.39406,1.96021,1.0914,1.74448,0.00063125,0.00063125,0.00063125
52,341.347,1.47342,1.08415,1.45172,0.79193,0.81131,0.81342,0.39672,1.9353,1.06062,1.71757,0.000618875,0.000618875,0.000618875
53,347.813,1.47627,1.06402,1.48278,0.82128,0.80076,0.82908,0.40785,1.90571,1.027,1.70751,0.0006065,0.0006065,0.0006065
54,354.3,1.43422,1.00041,1.42627,0.80109,0.7991,0.83321,0.40116,1.91199,1.05575,1.71781,0.000594125,0.000594125,0.000594125
55,360.742,1.48379,1.07136,1.47346,0.81744,0.80838,0.84061,0.38655,1.96624,1.01739,1.74542,0.00058175,0.00058175,0.00058175
56,367.174,1.44991,1.01733,1.4552,0.85933,0.78498,0.83842,0.39118,1.98918,1.05159,1.74685,0.000569375,0.000569375,0.000569375
57,373.649,1.44603,1.02555,1.45307,0.8102,0.77976,0.81523,0.40858,1.9467,1.06291,1.72262,0.000557,0.000557,0.000557
58,380.464,1.42595,1.00543,1.42466,0.84119,0.78208,0.81609,0.37374,2.01474,1.12302,1.78461,0.000544625,0.000544625,0.000544625
59,386.876,1.40108,0.98013,1.4233,0.81564,0.7379,0.79734,0.38813,1.97463,1.0888,1.72982,0.00053225,0.00053225,0.00053225
60,393.298,1.41837,0.96966,1.4226,0.80323,0.77376,0.81391,0.39806,1.94508,1.09669,1.74766,0.000519875,0.000519875,0.000519875
61,399.773,1.40978,1.02543,1.43549,0.79433,0.77235,0.80959,0.40038,1.94609,1.08213,1.74411,0.0005075,0.0005075,0.0005075
62,406.201,1.40793,0.99567,1.41382,0.77241,0.76841,0.79222,0.38919,1.9463,1.0848,1.73037,0.000495125,0.000495125,0.000495125
63,412.643,1.37884,0.97717,1.41283,0.85461,0.69312,0.79418,0.38054,1.96137,1.07297,1.7709,0.00048275,0.00048275,0.00048275
64,419.069,1.37393,0.94381,1.40582,0.83578,0.7724,0.82401,0.39277,1.98823,1.01948,1.79791,0.000470375,0.000470375,0.000470375
65,425.54,1.38742,0.93973,1.41125,0.81127,0.72889,0.78848,0.37747,1.97059,1.08449,1.76796,0.000458,0.000458,0.000458
66,431.999,1.36623,0.95152,1.39886,0.83328,0.792,0.81364,0.40637,1.93399,1.07298,1.75902,0.000445625,0.000445625,0.000445625
67,438.424,1.37351,0.92889,1.39751,0.82649,0.78344,0.81749,0.41731,1.93874,1.06823,1.77165,0.00043325,0.00043325,0.00043325
68,444.919,1.34459,0.90729,1.38847,0.89971,0.75359,0.83905,0.42292,1.93463,1.00184,1.75273,0.000420875,0.000420875,0.000420875
69,451.447,1.38118,0.9423,1.39998,0.81883,0.79268,0.81726,0.41191,1.91517,1.05388,1.74097,0.0004085,0.0004085,0.0004085
70,457.885,1.30663,0.88776,1.3716,0.85985,0.77806,0.83053,0.4041,1.94192,1.05534,1.74653,0.000396125,0.000396125,0.000396125
71,464.321,1.32963,0.90352,1.37661,0.84942,0.78385,0.8437,0.4111,1.9892,1.02389,1.77934,0.00038375,0.00038375,0.00038375
72,470.989,1.32733,0.87913,1.36929,0.82085,0.79571,0.84424,0.41923,1.94983,1.02833,1.75895,0.000371375,0.000371375,0.000371375
73,477.442,1.32231,0.87299,1.37809,0.82011,0.76686,0.807,0.38923,2.02489,1.06426,1.82858,0.000359,0.000359,0.000359
74,483.869,1.29856,0.86301,1.35995,0.82233,0.80937,0.83732,0.42197,1.93728,1.01538,1.80733,0.000346625,0.000346625,0.000346625
75,490.315,1.29763,0.87652,1.34852,0.82224,0.75152,0.80153,0.38971,1.99111,1.04304,1.82011,0.00033425,0.00033425,0.00033425
76,496.761,1.29162,0.85421,1.35163,0.80897,0.81677,0.83345,0.40715,1.94328,0.99216,1.77166,0.000321875,0.000321875,0.000321875
77,503.201,1.29359,0.84617,1.35113,0.78847,0.80779,0.82343,0.40595,1.95978,1.03049,1.76898,0.0003095,0.0003095,0.0003095
78,509.615,1.27534,0.82666,1.32336,0.86243,0.76965,0.83872,0.40403,1.98717,1.00207,1.80262,0.000297125,0.000297125,0.000297125
79,516.031,1.26327,0.82801,1.33666,0.83167,0.80802,0.84171,0.41699,1.95942,0.98973,1.79378,0.00028475,0.00028475,0.00028475
80,522.68,1.27138,0.84623,1.33784,0.82818,0.81004,0.81706,0.41551,1.95972,0.99991,1.80373,0.000272375,0.000272375,0.000272375
81,529.117,1.23379,0.80983,1.32706,0.76131,0.82905,0.81672,0.40622,1.96231,1.00581,1.84084,0.00026,0.00026,0.00026
82,535.57,1.24937,0.81353,1.31463,0.86646,0.77696,0.82454,0.41036,1.96785,1.00879,1.82172,0.000247625,0.000247625,0.000247625
83,542.018,1.23289,0.81761,1.30621,0.85253,0.80395,0.82975,0.41436,1.97857,1.00535,1.83287,0.00023525,0.00023525,0.00023525
84,548.452,1.21754,0.78719,1.29995,0.90792,0.80437,0.84751,0.41747,1.95773,0.98305,1.81986,0.000222875,0.000222875,0.000222875
85,554.885,1.21007,0.8032,1.31601,0.86767,0.8032,0.84926,0.42611,1.94831,0.9587,1.80511,0.0002105,0.0002105,0.0002105
86,561.417,1.19618,0.77818,1.30011,0.82437,0.80191,0.83485,0.426,1.93348,0.96082,1.80718,0.000198125,0.000198125,0.000198125
87,567.853,1.20138,0.79078,1.3013,0.83475,0.8055,0.82754,0.43332,1.93258,0.96579,1.81995,0.00018575,0.00018575,0.00018575
88,574.378,1.19055,0.7592,1.27114,0.81889,0.81963,0.84367,0.43708,1.93026,0.96271,1.81461,0.000173375,0.000173375,0.000173375
89,580.9,1.20595,0.75522,1.29606,0.82037,0.79768,0.83364,0.42215,1.95299,0.98187,1.83665,0.000161,0.000161,0.000161
90,587.324,1.18748,0.74507,1.28245,0.82972,0.80781,0.84009,0.4372,1.94233,0.9662,1.8341,0.000148625,0.000148625,0.000148625
91,594.549,1.1667,0.64646,1.3268,0.87142,0.80131,0.8503,0.42464,1.93455,0.95678,1.84665,0.00013625,0.00013625,0.00013625
92,601.001,1.14121,0.64071,1.31006,0.86687,0.78482,0.83856,0.41929,1.92711,0.98614,1.82973,0.000123875,0.000123875,0.000123875
93,607.418,1.11556,0.61291,1.2925,0.88428,0.81681,0.85197,0.42216,1.9718,0.965,1.87463,0.0001115,0.0001115,0.0001115
94,613.856,1.07547,0.59733,1.28075,0.86331,0.82466,0.8495,0.4328,1.92952,0.93999,1.83293,9.9125e-05,9.9125e-05,9.9125e-05
95,620.266,1.08179,0.59661,1.26845,0.87979,0.80101,0.85463,0.4322,1.93014,0.93822,1.86906,8.675e-05,8.675e-05,8.675e-05
96,626.694,1.08012,0.58665,1.27227,0.89597,0.80531,0.84153,0.42509,1.95673,0.96186,1.88573,7.4375e-05,7.4375e-05,7.4375e-05
97,633.116,1.08511,0.60082,1.28369,0.86617,0.80398,0.84179,0.43309,1.95019,0.98392,1.87177,6.2e-05,6.2e-05,6.2e-05
98,639.545,1.05455,0.58059,1.26811,0.88317,0.80601,0.84819,0.43096,1.93675,0.98046,1.8549,4.9625e-05,4.9625e-05,4.9625e-05
99,645.966,1.04161,0.57569,1.25423,0.88358,0.80842,0.84952,0.43094,1.93436,0.97561,1.87374,3.725e-05,3.725e-05,3.725e-05
100,652.391,1.0375,0.57294,1.26199,0.86216,0.78259,0.82586,0.43051,1.9343,0.96884,1.87273,2.4875e-05,2.4875e-05,2.4875e-05
