epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,145.888,1.63952,1.24765,1.72722,0.24245,0.10636,0.09321,0.03535,3.50108,4.54223,3.21876,0.00109538,0.00109538,0.00109538
71,147.977,1.54801,1.38474,1.62581,0.17706,0.09826,0.06901,0.02306,3.55513,4.45291,3.28163,0.00109107,0.00109107,0.00109107
72,150.062,1.59407,1.29846,1.63448,0.39365,0.09308,0.07219,0.02269,3.55422,4.23065,3.23894,0.00108671,0.00108671,0.00108671
73,152.157,1.50652,1.16089,1.6065,0.4084,0.17406,0.10404,0.02937,3.50288,4.01344,3.24221,0.0010823,0.0010823,0.0010823
74,154.243,1.54098,1.26094,1.61668,0.23973,0.15723,0.09136,0.02115,3.52794,4.05236,3.27501,0.00107784,0.00107784,0.00107784
75,156.344,1.5204,1.18394,1.60131,0.22504,0.15759,0.05904,0.01203,3.51651,4.38292,3.2918,0.00107333,0.00107333,0.00107333
76,158.437,1.61781,1.19627,1.58253,0.13724,0.15778,0.04713,0.01205,3.36838,4.16835,3.10647,0.00106877,0.00106877,0.00106877
77,160.53,1.50341,1.11626,1.52098,0.14157,0.18885,0.05287,0.01448,3.29405,4.11978,3.09472,0.00106417,0.00106417,0.00106417
78,162.617,1.6203,1.1633,1.63307,0.47099,0.21248,0.07412,0.01801,3.27054,4.12781,3.06563,0.00105951,0.00105951,0.00105951
79,164.7,1.54551,1.16587,1.62792,0.41276,0.15195,0.13129,0.0396,3.41719,4.16852,3.22088,0.00105481,0.00105481,0.00105481
80,166.803,1.4867,1.10167,1.59749,0.43395,0.09771,0.0604,0.0122,3.54045,4.35787,3.36038,0.00105007,0.00105007,0.00105007
81,168.911,1.61231,1.15845,1.61019,0.34578,0.12821,0.03882,0.0092,3.5657,4.50692,3.35868,0.00104527,0.00104527,0.00104527
82,171.011,1.44086,1.14522,1.58743,0.37076,0.12937,0.0529,0.01301,3.51138,4.53483,3.31753,0.00104044,0.00104044,0.00104044
83,173.112,1.54009,1.17877,1.54618,0.37796,0.14023,0.09489,0.02257,3.43581,4.45789,3.23112,0.00103555,0.00103555,0.00103555
84,175.213,1.4991,1.11868,1.58627,0.35253,0.17426,0.07476,0.01732,3.50547,4.17425,3.20084,0.00103063,0.00103063,0.00103063
85,177.343,1.41735,1.16844,1.53919,0.27807,0.13996,0.05794,0.01345,3.57146,4.02335,3.26497,0.00102566,0.00102566,0.00102566
86,179.435,1.498,1.15972,1.59025,0.27366,0.13056,0.08007,0.01698,3.43428,3.86051,3.13553,0.00102064,0.00102064,0.00102064
87,181.544,1.45126,1.04013,1.52722,0.1338,0.17092,0.10118,0.02441,3.26383,3.78125,2.97417,0.00101559,0.00101559,0.00101559
88,183.624,1.36661,0.99533,1.52212,0.26897,0.13312,0.0963,0.02563,3.13535,3.68795,2.81004,0.00101049,0.00101049,0.00101049
89,185.706,1.41679,0.95369,1.57381,0.29254,0.15402,0.11737,0.03568,3.18627,3.63897,2.93071,0.00100535,0.00100535,0.00100535
90,187.806,1.48715,1.03862,1.5864,0.13952,0.16604,0.12576,0.04222,3.10565,3.62791,2.89761,0.00100016,0.00100016,0.00100016
91,189.906,1.43283,1.04452,1.54326,0.16855,0.15675,0.12745,0.04083,3.25992,3.65808,3.12053,0.000994942,0.000994942,0.000994942
92,192.009,1.47204,1.03555,1.50935,0.12859,0.17232,0.10773,0.03296,3.18717,3.8514,3.06443,0.00098968,0.00098968,0.00098968
93,194.103,1.53354,1.08701,1.62768,0.12836,0.11313,0.0751,0.02112,3.2818,4.09624,3.04683,0.000984379,0.000984379,0.000984379
94,196.215,1.55424,1.13566,1.62236,0.1678,0.09755,0.07504,0.02542,3.31675,4.12452,3.04842,0.000979039,0.000979039,0.000979039
95,198.321,1.46965,1.12943,1.58661,0.19612,0.0915,0.07407,0.02498,3.23093,4.15526,3.01474,0.000973661,0.000973661,0.000973661
96,200.415,1.49348,1.04942,1.51095,0.11347,0.11328,0.07932,0.02823,3.24848,4.39614,2.99051,0.000968245,0.000968245,0.000968245
97,202.512,1.44844,1.05489,1.57366,0.09261,0.1081,0.06704,0.02369,3.32904,4.85004,3.0001,0.000962793,0.000962793,0.000962793
98,204.596,1.57551,1.18113,1.60285,0.17181,0.09118,0.08648,0.02875,3.14778,4.50017,2.81132,0.000957304,0.000957304,0.000957304
99,206.685,1.63406,1.26809,1.62888,0.37413,0.06131,0.07508,0.02755,3.17526,4.55529,2.93933,0.000951779,0.000951779,0.000951779
100,208.782,1.66845,1.32019,1.70664,0.09366,0.07144,0.06037,0.02249,3.25267,4.69988,3.03388,0.000946219,0.000946219,0.000946219
101,210.873,1.4029,1.0148,1.46428,0.33268,0.09386,0.05558,0.02277,3.28108,4.73328,3.06017,0.000940625,0.000940625,0.000940625
102,212.965,1.39997,1.0119,1.46555,0.36001,0.12584,0.04067,0.01236,3.31974,4.36361,3.11245,0.000934997,0.000934997,0.000934997
103,215.066,1.48045,1.10937,1.55496,0.34874,0.1771,0.05819,0.01346,3.3058,4.68143,3.03926,0.000929335,0.000929335,0.000929335
104,217.158,1.43188,1.05286,1.49911,0.38989,0.11766,0.05449,0.01105,3.35226,4.57133,3.08755,0.000923641,0.000923641,0.000923641
105,219.249,1.56979,1.14511,1.53955,0.15607,0.14594,0.05178,0.01462,3.35628,4.24304,3.12484,0.000917914,0.000917914,0.000917914
106,221.361,1.42399,0.97717,1.46436,0.12438,0.12117,0.06259,0.01813,3.32793,4.20432,3.08605,0.000912157,0.000912157,0.000912157
107,223.454,1.42857,1.07387,1.57664,0.12097,0.12895,0.067,0.02256,3.29999,4.11924,3.03521,0.000906368,0.000906368,0.000906368
108,225.56,1.34458,0.94356,1.41895,0.12127,0.15359,0.08789,0.02647,3.28308,4.09998,3.00375,0.000900549,0.000900549,0.000900549
109,227.662,1.40981,1.01745,1.52945,0.20883,0.16873,0.0926,0.02992,3.29084,4.22818,2.96537,0.000894701,0.000894701,0.000894701
110,229.761,1.39156,0.96901,1.52272,0.35468,0.09148,0.06089,0.01753,3.4866,4.37549,3.14519,0.000888824,0.000888824,0.000888824
111,231.856,1.33162,0.92365,1.42147,0.37312,0.10634,0.06141,0.01377,3.50201,4.45934,3.16324,0.000882918,0.000882918,0.000882918
